PLAYER_NAME,PRIMARY_TEAM,AGE,SEASON,POINTS,CORSI_PCT,TOI_PER_GAME,PPG,XG_PER_GAME
Ales Hemsky,DAL,33,20162017,7,0.540,14.42,0.467,0.239
Nazem Kadri,TOR,25,20162017,61,0.570,16.58,0.744,0.405
Alan Quine,NYI,23,20162017,18,0.460,12.52,0.295,0.120
Beau Bennett,NJD,24,20162017,19,0.570,13.56,0.292,0.143
Paul Thompson,FLA,27,20162017,3,0.400,7.90,0.143,0.052
Craig Smith,NSH,27,20162017,29,0.560,13.92,0.372,0.231
Vinnie Hinostroza,CHI,22,20162017,14,0.480,11.98,0.286,0.163
Christian Dvorak,UTA,20,20162017,33,0.450,15.15,0.423,0.135
Kevin Labanc,SJS,20,20162017,20,0.520,13.40,0.364,0.155
Jordan Weal,PHI,24,20162017,12,0.580,14.31,0.522,0.250
Jarome Iginla,LAK,39,20162017,27,0.560,15.01,0.338,0.209
Kris Versteeg,CGY,30,20162017,37,0.560,14.73,0.536,0.164
Derek Stepan,NYR,26,20162017,55,0.550,18.35,0.679,0.192
Artturi Lehkonen,MTL,21,20162017,28,0.530,13.86,0.384,0.223
Jeff Carter,LAK,31,20162017,66,0.590,18.03,0.805,0.345
Logan Couture,SJS,27,20162017,52,0.550,17.37,0.712,0.271
Matt Stajan,CGY,32,20162017,23,0.430,12.68,0.284,0.086
Matt Calvert,CBJ,26,20162017,15,0.410,13.35,0.231,0.189
Tyler Seguin,DAL,24,20162017,72,0.590,18.46,0.878,0.356
Travis Zajac,NJD,31,20162017,45,0.500,19.72,0.563,0.191
Lance Bouma,CGY,26,20162017,7,0.400,11.35,0.115,0.094
Micheal Haley,SJS,30,20162017,12,0.480,9.18,0.207,0.087
Benoit Pouliot,EDM,29,20162017,14,0.480,13.84,0.209,0.131
Joonas Donskoi,SJS,24,20162017,17,0.570,13.60,0.279,0.195
Dennis Rasmussen,CHI,26,20162017,8,0.420,11.83,0.118,0.111
Frederik Gauthier,TOR,21,20162017,3,0.410,9.69,0.143,0.075
Luke Glendening,DET,27,20162017,14,0.360,12.92,0.189,0.125
Mike Hoffman,OTT,26,20162017,61,0.580,17.59,0.824,0.266
Chris Thorburn,WPG,33,20162017,4,0.410,6.98,0.063,0.047
Darren Helm,DET,29,20162017,17,0.460,15.37,0.340,0.203
Curtis McKenzie,DAL,25,20162017,16,0.470,10.85,0.302,0.151
Trevor Lewis,LAK,29,20162017,24,0.520,14.27,0.293,0.168
Kyle Palmieri,NJD,25,20162017,53,0.520,17.35,0.663,0.277
John Mitchell,COL,31,20162017,7,0.480,12.41,0.108,0.078
Justin Bailey,BUF,21,20162017,4,0.430,10.63,0.125,0.073
Colton Sissons,NSH,22,20162017,10,0.410,11.12,0.172,0.125
Chris VandeVelde,PHI,29,20162017,15,0.380,11.56,0.185,0.087
Max Domi,UTA,21,20162017,38,0.510,16.37,0.644,0.191
Kevin Fiala,NSH,20,20162017,16,0.570,13.51,0.296,0.220
Vladimir Tarasenko,STL,24,20162017,75,0.570,18.47,0.915,0.326
Brian Flynn,MTL,28,20162017,10,0.420,12.07,0.196,0.074
