PLAYER_NAME,PRIMARY_TEAM,AGE,SEASON,POINTS,CORSI_PCT,TOI_PER_GAME,PPG,XG_PER_GAME
Connor McDavid,EDM,26,20232024,132,0.640,21.36,1.737,0.402
Ben Meyers,ANA,24,20232024,3,0.460,10.11,0.130,0.063
Nic Dowd,WSH,33,20232024,22,0.360,15.20,0.344,0.140
Sam Steel,DAL,25,20232024,24,0.470,13.24,0.312,0.134
Sam Lafferty,VAN,28,20232024,24,0.480,11.88,0.304,0.144
Anze Kopitar,LAK,36,20232024,70,0.540,19.66,0.864,0.225
Nathan Bastian,NJD,25,20232024,12,0.490,10.17,0.222,0.169
Luke Evangelista,NSH,21,20232024,39,0.600,13.96,0.488,0.206
Blake Lizotte,LAK,25,20232024,15,0.460,11.82,0.242,0.127
Luke Glendening,TBL,34,20232024,11,0.350,11.62,0.136,0.090
Mathieu Joseph,OTT,26,20232024,35,0.460,16.47,0.486,0.209
Sonny Milano,WSH,27,20232024,23,0.500,12.51,0.469,0.116
Joel Kiviranta,COL,27,20232024,9,0.440,9.84,0.161,0.108
Max Pacioretty,WSH,34,20232024,23,0.540,14.43,0.489,0.192
Dominik Kubalik,OTT,28,20232024,15,0.500,12.12,0.203,0.137
Bryan Rust,PIT,31,20232024,56,0.550,19.58,0.903,0.391
Beck Malenstyn,WSH,25,20232024,21,0.340,14.24,0.259,0.136
Wyatt Johnston,DAL,20,20232024,65,0.540,17.00,0.793,0.344
Mark Jankowski,NSH,29,20232024,15,0.560,12.67,0.469,0.251
Olle Lycksell,PHI,24,20232024,5,0.560,9.95,0.278,0.213
Mikael Pyyhtia,CBJ,21,20232024,2,0.380,13.15,0.118,0.098
Jason Zucker,NSH,31,20232024,32,0.530,13.82,0.464,0.270
Vladislav Namestnikov,WPG,30,20232024,37,0.510,14.47,0.474,0.175
Mika Zibanejad,NYR,30,20232024,72,0.570,19.74,0.889,0.320
Brett Leason,ANA,24,20232024,22,0.370,13.01,0.324,0.123
Sam Bennett,FLA,27,20232024,41,0.620,16.61,0.594,0.362
Kaapo Kakko,NYR,22,20232024,19,0.520,13.28,0.311,0.129
Mikael Backlund,CGY,34,20232024,39,0.510,19.23,0.476,0.233
Michael Pezzetta,MTL,25,20232024,12,0.420,7.80,0.197,0.055
Jesper Boqvist,BOS,24,20232024,14,0.470,11.15,0.298,0.093
Cole Smith,NSH,27,20232024,23,0.420,13.69,0.288,0.194
Jake Evans,MTL,27,20232024,28,0.360,16.02,0.341,0.115
Nikita Alexandrov,STL,22,20232024,2,0.470,8.53,0.087,0.047
Patrick Kane,DET,34,20232024,47,0.550,18.38,0.940,0.234
Jake Neighbours,STL,21,20232024,38,0.500,15.71,0.494,0.295
Claude Giroux,OTT,35,20232024,64,0.560,20.09,0.780,0.221
Adrian Kempe,LAK,27,20232024,75,0.560,18.93,0.974,0.321
Brandon Saad,STL,30,20232024,42,0.470,15.50,0.512,0.231
Dryden Hunt,CGY,27,20232024,8,0.520,11.13,0.286,0.106
Austin Watson,TBL,31,20232024,4,0.410,7.26,0.121,0.045
Tomas Hertl,VGK,29,20232024,38,0.490,20.49,0.704,0.319
Kevin Stenlund,FLA,26,20232024,15,0.410,12.60,0.185,0.108
Kyle Connor,WPG,26,20232024,61,0.540,19.72,0.938,0.331
Carl Grundstrom,LAK,25,20232024,12,0.540,10.94,0.240,0.190
Blake Wheeler,NYR,37,20232024,21,0.520,12.72,0.389,0.157
Tomas Nosek,NJD,31,20232024,6,0.410,11.81,0.167,0.093
Morgan Geekie,BOS,25,20232024,39,0.500,15.41,0.513,0.178
Alex Barré-Boulet,TBL,26,20232024,9,0.530,11.19,0.250,0.188
Zachary Sanford,CHI,28,20232024,6,0.480,10.84,0.207,0.131
Dawson Mercer,NJD,21,20232024,33,0.480,17.22,0.402,0.243
Trent Frederic,BOS,25,20232024,40,0.450,13.76,0.488,0.202
Blake Coleman,CGY,31,20232024,54,0.520,17.13,0.692,0.340
Nils Aman,VAN,23,20232024,7,0.410,10.33,0.163,0.107
Yanni Gourde,SEA,31,20232024,33,0.490,17.45,0.413,0.262
Alex Turcotte,LAK,22,20232024,4,0.540,9.28,0.200,0.138
William Eklund,SJS,20,20232024,45,0.490,18.66,0.563,0.225
Joel Farabee,PHI,23,20232024,50,0.560,16.19,0.610,0.230
Connor Dewar,TOR,24,20232024,19,0.390,11.65,0.257,0.118
Andre Burakovsky,SEA,28,20232024,16,0.560,14.56,0.327,0.179
Erik Haula,NJD,32,20232024,35,0.490,16.88,0.461,0.281
Sam Gagner,EDM,34,20232024,10,0.570,10.21,0.357,0.127
Josh Norris,OTT,24,20232024,30,0.560,17.64,0.600,0.259
Egor Chinakhov,CBJ,22,20232024,29,0.540,15.17,0.547,0.205
Tanner Pearson,MTL,31,20232024,13,0.440,12.94,0.241,0.171
Jared McCann,SEA,27,20232024,62,0.560,16.76,0.775,0.262
Lukas Reichel,CHI,21,20232024,16,0.440,14.11,0.246,0.134
Emil Bemstrom,PIT,24,20232024,16,0.540,11.14,0.286,0.149
Nick Bjugstad,UTA,31,20232024,45,0.460,17.44,0.592,0.273
Kyle Okposo,FLA,35,20232024,22,0.520,13.35,0.328,0.196
Will Cuylle,NYR,21,20232024,21,0.500,11.13,0.259,0.167
Alex DeBrincat,DET,25,20232024,67,0.560,17.89,0.817,0.329
Jansen Harkins,PIT,26,20232024,4,0.490,8.21,0.089,0.068
Givani Smith,SJS,25,20232024,4,0.440,7.81,0.111,0.097
Artemi Panarin,NYR,31,20232024,120,0.640,20.12,1.463,0.373
Jordan Greenway,BUF,26,20232024,28,0.430,17.25,0.418,0.212
Jack McBain,UTA,23,20232024,26,0.440,12.62,0.388,0.156
Garnet Hathaway,PHI,31,20232024,17,0.450,12.49,0.207,0.149
Colin Blackwell,CHI,30,20232024,12,0.430,14.49,0.273,0.205
Joshua Roy,MTL,20,20232024,9,0.510,12.14,0.391,0.248
Matthew Knies,TOR,20,20232024,35,0.500,13.68,0.438,0.184
James van Riemsdyk,BOS,34,20232024,38,0.580,13.51,0.535,0.320
James Hamblin,EDM,24,20232024,3,0.470,7.92,0.097,0.095
Lars Eller,PIT,34,20232024,31,0.490,15.97,0.378,0.225
William Nylander,TOR,27,20232024,98,0.570,19.91,1.195,0.378
Roope Hintz,DAL,26,20232024,65,0.600,17.24,0.813,0.359
Jack Quinn,BUF,21,20232024,19,0.530,15.64,0.704,0.288
Noah Gregor,TOR,25,20232024,12,0.430,11.40,0.190,0.177
Cole Sillinger,CBJ,20,20232024,32,0.450,16.12,0.416,0.238
Alexey Toropchenko,STL,24,20232024,21,0.390,12.52,0.256,0.190
Jakob Silfverberg,ANA,32,20232024,19,0.530,13.05,0.235,0.121
Max Jones,ANA,25,20232024,15,0.470,12.06,0.288,0.190
Zachary Bolduc,STL,20,20232024,9,0.450,12.02,0.360,0.114
Alexander Kerfoot,UTA,29,20232024,45,0.450,17.43,0.549,0.231
Nils Hoglander,VAN,22,20232024,36,0.550,12.11,0.450,0.226
Nick Paul,TBL,28,20232024,46,0.570,17.26,0.561,0.278
Dylan Cozens,BUF,22,20232024,47,0.520,17.23,0.595,0.296
David Kampf,TOR,28,20232024,19,0.380,13.49,0.244,0.105
Jake Guentzel,CAR,28,20232024,77,0.630,20.02,1.149,0.577
Teddy Blueger,VAN,29,20232024,28,0.450,14.94,0.412,0.186
Sam Carrick,EDM,31,20232024,16,0.390,12.22,0.208,0.143
Evgenii Dadonov,DAL,34,20232024,23,0.540,13.18,0.451,0.177
Noah Cates,PHI,24,20232024,18,0.520,13.80,0.305,0.143
Elias Pettersson,VAN,24,20232024,89,0.580,19.65,1.085,0.333
Phillip Di Giuseppe,VAN,29,20232024,10,0.420,12.10,0.196,0.120
William Carrier,VGK,28,20232024,8,0.540,11.17,0.205,0.208
Nico Hischier,NJD,24,20232024,67,0.580,19.48,0.944,0.402
Nick Schmaltz,UTA,27,20232024,61,0.570,19.18,0.772,0.276
Bo Horvat,NYI,28,20232024,68,0.550,19.69,0.840,0.289
Matt Duchene,DAL,32,20232024,65,0.540,16.77,0.813,0.316
Troy Terry,ANA,26,20232024,54,0.550,18.29,0.711,0.240
John Tavares,TOR,32,20232024,65,0.600,17.87,0.813,0.522
Jesse Ylonen,MTL,23,20232024,8,0.400,10.24,0.136,0.065
Ryan Strome,ANA,30,20232024,41,0.520,15.80,0.519,0.164
Leo Carlsson,ANA,18,20232024,29,0.560,18.11,0.527,0.203
Zach Benson,BUF,18,20232024,30,0.540,14.52,0.423,0.237
Gustav Nyquist,NSH,34,20232024,75,0.580,17.74,0.926,0.263
Freddy Gaudreau,MIN,30,20232024,15,0.450,13.94,0.224,0.096
Reese Johnson,CHI,25,20232024,5,0.430,10.93,0.119,0.125
Nick Suzuki,MTL,24,20232024,77,0.540,21.26,0.939,0.265
Pavel Dorofeyev,VGK,22,20232024,24,0.530,13.28,0.511,0.233
Chris Kreider,NYR,32,20232024,75,0.590,18.78,0.915,0.473
Tyler Toffoli,WPG,31,20232024,55,0.640,16.96,0.696,0.372
Robby Fabbri,DET,27,20232024,32,0.500,12.87,0.471,0.240
Peyton Krebs,BUF,22,20232024,17,0.510,12.51,0.213,0.089
Jesper Fast,CAR,31,20232024,19,0.610,12.60,0.260,0.178
Ryan Donato,CHI,27,20232024,30,0.480,14.00,0.385,0.178
Kent Johnson,CBJ,20,20232024,16,0.550,13.54,0.381,0.112
Aleksander Barkov,FLA,28,20232024,80,0.620,19.64,1.096,0.383
Jean-Gabriel Pageau,NYI,30,20232024,33,0.410,15.91,0.402,0.167
Derek Ryan,EDM,36,20232024,12,0.450,10.19,0.171,0.105
Pierre Engvall,NYI,27,20232024,28,0.540,15.33,0.378,0.223
Valeri Nichushkin,COL,28,20232024,53,0.580,21.35,0.981,0.505
Joel Armia,MTL,30,20232024,25,0.400,15.55,0.379,0.187
Andrei Svechnikov,CAR,23,20232024,52,0.640,16.98,0.881,0.332
Mason Marchment,DAL,28,20232024,53,0.540,15.06,0.654,0.249
Ryan Carpenter,SJS,32,20232024,12,0.430,11.10,0.194,0.110
John Beecher,BOS,22,20232024,10,0.320,10.62,0.192,0.097
Dmitri Voronkov,CBJ,23,20232024,34,0.560,13.46,0.453,0.277
Nicolas Aube-Kubel,WSH,27,20232024,16,0.430,12.21,0.267,0.095
Drake Batherson,OTT,25,20232024,66,0.580,18.17,0.805,0.295
Jason Dickinson,CHI,28,20232024,35,0.440,16.57,0.427,0.159
Andrei Kuzmenko,CGY,27,20232024,46,0.630,14.88,0.639,0.269
Nico Sturm,SJS,28,20232024,13,0.370,14.66,0.206,0.147
Sean Monahan,WPG,28,20232024,59,0.520,18.09,0.711,0.299
Yegor Sharangovich,CGY,25,20232024,59,0.530,17.31,0.720,0.254
Nathan MacKinnon,COL,28,20232024,140,0.630,22.81,1.707,0.454
Michael Carcone,UTA,27,20232024,29,0.470,11.27,0.392,0.153
Andrew Mangiapane,CGY,27,20232024,40,0.520,16.00,0.533,0.276
Ryan Reaves,TOR,36,20232024,6,0.470,8.12,0.122,0.080
Jakub Vrana,STL,27,20232024,6,0.480,12.13,0.286,0.138
Anthony Duclair,TBL,28,20232024,42,0.480,15.77,0.575,0.260
Jiri Smejkal,OTT,26,20232024,2,0.460,9.48,0.100,0.099
Lucas Raymond,DET,21,20232024,72,0.550,17.75,0.878,0.257
Jonathan Marchessault,VGK,32,20232024,69,0.570,17.89,0.841,0.360
Brayden Schenn,STL,32,20232024,46,0.500,17.78,0.561,0.302
Liam O'Brien,UTA,29,20232024,14,0.430,9.73,0.187,0.114
Auston Matthews,TOR,25,20232024,107,0.600,20.97,1.321,0.627
Seth Jarvis,CAR,21,20232024,67,0.600,18.75,0.827,0.413
Marcus Johansson,MIN,32,20232024,30,0.550,15.89,0.385,0.167
Adam Ruzicka,UTA,24,20232024,9,0.510,10.03,0.214,0.070
Frank Vatrano,ANA,29,20232024,60,0.460,18.34,0.732,0.352
Dominic Toninato,WPG,29,20232024,5,0.530,10.19,0.333,0.148
Luke Kunin,SJS,25,20232024,18,0.360,15.74,0.234,0.170
Oskar Steen,BOS,25,20232024,1,0.430,9.07,0.029,0.075
Pius Suter,VAN,27,20232024,29,0.540,15.50,0.433,0.237
Axel Jonsson-Fjallby,WPG,25,20232024,5,0.520,8.11,0.192,0.076
William Karlsson,VGK,30,20232024,60,0.520,17.60,0.857,0.319
Devin Shore,SEA,29,20232024,4,0.510,8.01,0.190,0.072
Justin Bailey,SJS,28,20232024,14,0.490,11.28,0.237,0.097
Tyler Pitlick,NYR,31,20232024,4,0.400,10.20,0.118,0.091
Bo Groulx,ANA,23,20232024,2,0.380,12.19,0.044,0.082
Quinton Byfield,LAK,21,20232024,55,0.600,16.48,0.688,0.337
Tage Thompson,BUF,25,20232024,56,0.570,18.12,0.789,0.341
Nicholas Robertson,TOR,22,20232024,27,0.520,11.38,0.482,0.158
Patrik Laine,CBJ,25,20232024,9,0.540,15.22,0.500,0.192
Artturi Lehkonen,COL,28,20232024,34,0.590,18.47,0.756,0.396
Brendan Gaunce,CBJ,29,20232024,4,0.450,11.75,0.167,0.116
Alexander Holtz,NJD,21,20232024,28,0.520,11.64,0.341,0.153
Josh Anderson,MTL,29,20232024,20,0.480,15.46,0.256,0.235
Andrew Cogliano,COL,36,20232024,19,0.410,10.61,0.253,0.074
Craig Smith,DAL,34,20232024,20,0.560,10.22,0.267,0.143
Robert Thomas,STL,24,20232024,86,0.530,20.97,1.049,0.275
Ryan McLeod,EDM,23,20232024,30,0.550,14.24,0.370,0.163
Matthew Poitras,BOS,19,20232024,15,0.510,13.40,0.455,0.126
Jesse Puljujarvi,PIT,25,20232024,4,0.510,9.19,0.182,0.147
Tyson Jost,BUF,25,20232024,6,0.410,10.60,0.140,0.102
Michael McLeod,NJD,25,20232024,19,0.490,15.14,0.422,0.225
Parker Kelly,OTT,24,20232024,18,0.420,11.71,0.225,0.115
Walker Duehr,CGY,25,20232024,7,0.450,8.12,0.175,0.072
Casey Cizikas,NYI,32,20232024,23,0.370,13.94,0.329,0.141
Julien Gauthier,NYI,25,20232024,9,0.370,10.17,0.333,0.127
Michael Rasmussen,DET,24,20232024,33,0.400,15.19,0.440,0.209
Connor Brown,EDM,29,20232024,12,0.470,12.80,0.169,0.157
Oskar Sundqvist,STL,29,20232024,21,0.400,13.25,0.296,0.147
Anders Lee,NYI,33,20232024,37,0.540,15.57,0.457,0.442
Daniel Sprong,DET,26,20232024,43,0.520,12.00,0.566,0.170
Ridly Greig,OTT,21,20232024,26,0.480,14.74,0.361,0.185
Oliver Bjorkstrand,SEA,28,20232024,59,0.590,16.18,0.720,0.214
Tyler Johnson,CHI,33,20232024,31,0.490,15.54,0.463,0.233
Sean Kuraly,CBJ,30,20232024,18,0.410,13.74,0.290,0.136
Max Willman,NJD,28,20232024,4,0.400,8.33,0.222,0.061
Noel Acciari,PIT,31,20232024,7,0.340,12.97,0.127,0.124
Kyle MacLean,NYI,24,20232024,9,0.420,10.09,0.281,0.084
Travis Boyd,UTA,30,20232024,8,0.400,9.62,0.500,0.073
Connor McMichael,WSH,22,20232024,33,0.450,15.99,0.413,0.259
Chandler Stephenson,VGK,29,20232024,51,0.490,18.48,0.680,0.145
Jaret Anderson-Dolan,NSH,24,20232024,4,0.450,11.05,0.129,0.112
Leon Draisaitl,EDM,27,20232024,106,0.610,20.70,1.309,0.380
Steven Stamkos,TBL,33,20232024,81,0.590,18.23,1.025,0.408
Anton Lundell,FLA,21,20232024,35,0.570,15.38,0.449,0.220
Rourke Chartier,OTT,27,20232024,3,0.410,10.77,0.081,0.105
Carter Verhaeghe,FLA,28,20232024,72,0.650,17.96,0.947,0.410
Hendrix Lapierre,WSH,21,20232024,22,0.500,11.44,0.431,0.100
Zack MacEwen,OTT,27,20232024,3,0.480,6.40,0.100,0.057
Calle Jarnkrok,TOR,31,20232024,21,0.510,15.26,0.404,0.246
Jeff Carter,PIT,38,20232024,15,0.450,12.57,0.208,0.165
Alex Ovechkin,WSH,37,20232024,65,0.570,19.22,0.823,0.387
A.J. Greer,CGY,26,20232024,12,0.470,8.83,0.203,0.112
Ryan Hartman,MIN,28,20232024,45,0.530,16.52,0.608,0.310
Brendan Brisson,VGK,21,20232024,8,0.490,12.34,0.533,0.148
Brandon Hagel,TBL,25,20232024,75,0.520,19.26,0.915,0.376
Elias Lindholm,VAN,28,20232024,44,0.500,19.69,0.587,0.273
Joel Eriksson Ek,MIN,26,20232024,64,0.550,20.53,0.831,0.510
Sebastian Aho,CAR,26,20232024,89,0.620,19.63,1.141,0.348
Tomas Tatar,SEA,32,20232024,24,0.510,12.45,0.343,0.144
Nikolaj Ehlers,WPG,27,20232024,61,0.590,15.87,0.744,0.224
Mark Stone,VGK,31,20232024,53,0.530,19.41,0.946,0.312
Matty Beniers,SEA,20,20232024,37,0.560,17.96,0.481,0.214
Evan Rodrigues,FLA,30,20232024,39,0.620,15.17,0.488,0.226
Kevin Fiala,LAK,27,20232024,73,0.620,18.04,0.890,0.309
Nicolas Deslauriers,PHI,32,20232024,4,0.450,8.15,0.067,0.089
Landon Slaggert,CHI,21,20232024,4,0.360,11.26,0.250,0.093
Kyle Palmieri,NYI,32,20232024,54,0.530,17.22,0.659,0.350
Mike Hoffman,SJS,33,20232024,23,0.480,13.73,0.348,0.132
Sean Couturier,PHI,30,20232024,38,0.590,17.82,0.514,0.241
Jack Eichel,VGK,26,20232024,68,0.540,20.52,1.079,0.404
Nick Foligno,CHI,35,20232024,37,0.480,17.76,0.500,0.300
Connor Zary,CGY,21,20232024,34,0.580,15.27,0.540,0.174
Max Domi,TOR,28,20232024,47,0.530,13.79,0.588,0.149
Jeff Skinner,BUF,31,20232024,46,0.580,16.00,0.622,0.308
Kevin Labanc,SJS,27,20232024,9,0.500,11.62,0.196,0.098
Jake DeBrusk,BOS,26,20232024,40,0.490,16.83,0.500,0.314
Lukas Rousek,BUF,24,20232024,2,0.480,10.63,0.133,0.038
JJ Peterka,BUF,21,20232024,50,0.560,16.39,0.610,0.267
Gabriel Vilardi,WPG,24,20232024,36,0.560,17.01,0.766,0.395
Mikael Granlund,SJS,31,20232024,60,0.440,20.96,0.870,0.228
Matt Boldy,MIN,22,20232024,69,0.640,18.91,0.920,0.371
Mitchell Stephens,MTL,26,20232024,3,0.360,9.05,0.130,0.034
Jack Hughes,NJD,22,20232024,74,0.640,20.97,1.194,0.414
Thomas Bordeleau,SJS,21,20232024,11,0.540,15.02,0.407,0.214
Jesper Bratt,NJD,25,20232024,83,0.610,19.31,1.012,0.390
Logan Cooley,UTA,19,20232024,44,0.510,15.81,0.537,0.203
Christian Dvorak,MTL,27,20232024,9,0.400,15.53,0.300,0.137
Yakov Trenin,COL,26,20232024,17,0.470,14.57,0.224,0.206
Alex Iafallo,WPG,29,20232024,27,0.500,15.31,0.329,0.184
Ondrej Palat,NJD,32,20232024,31,0.560,15.65,0.437,0.195
Kailer Yamamoto,SEA,24,20232024,16,0.590,11.99,0.271,0.152
Filip Forsberg,NSH,29,20232024,94,0.620,18.91,1.146,0.473
Warren Foegele,EDM,27,20232024,41,0.560,13.98,0.500,0.319
Michael Sgarbossa,WSH,31,20232024,7,0.490,10.97,0.280,0.147
Anthony Mantha,VGK,28,20232024,44,0.560,14.22,0.595,0.188
Kasperi Kapanen,STL,27,20232024,22,0.440,14.38,0.301,0.137
Valtteri Puustinen,PIT,24,20232024,20,0.570,11.75,0.385,0.148
Kirill Kaprizov,MIN,26,20232024,96,0.630,21.58,1.280,0.514
Matthew Tkachuk,FLA,25,20232024,88,0.660,18.64,1.100,0.486
Barclay Goodrow,NYR,30,20232024,12,0.350,12.56,0.150,0.105
Christian Fischer,DET,26,20232024,19,0.400,11.41,0.241,0.121
Pontus Holmberg,TOR,24,20232024,17,0.470,11.57,0.315,0.123
David Pastrnak,BOS,27,20232024,110,0.590,19.93,1.341,0.457
Jack Studnicka,SJS,24,20232024,1,0.380,11.45,0.045,0.097
Brandon Duhaime,COL,26,20232024,13,0.400,10.86,0.163,0.128
Michael Amadio,VGK,27,20232024,27,0.520,13.39,0.370,0.178
Tanner Jeannot,TBL,26,20232024,14,0.530,12.02,0.255,0.166
Denis Gurianov,PHI,26,20232024,2,0.530,12.21,0.111,0.090
Alexis Lafrenière,NYR,21,20232024,57,0.580,17.27,0.695,0.328
Viktor Arvidsson,LAK,30,20232024,15,0.600,16.69,0.833,0.346
Dylan Larkin,DET,27,20232024,69,0.550,20.17,1.015,0.411
Alex Tuch,BUF,27,20232024,59,0.550,19.50,0.787,0.306
Radim Zohorna,PIT,27,20232024,7,0.540,9.76,0.212,0.145
Scott Laughton,PHI,29,20232024,39,0.460,15.66,0.476,0.177
Eric Robinson,BUF,28,20232024,10,0.480,11.33,0.213,0.186
Keegan Kolesar,VGK,26,20232024,18,0.460,10.86,0.228,0.093
David Gustafsson,WPG,23,20232024,7,0.440,9.26,0.179,0.069
Simon Holmstrom,NYI,22,20232024,25,0.400,13.32,0.333,0.121
Clayton Keller,UTA,25,20232024,76,0.570,19.25,0.974,0.319
Vinni Lettieri,MIN,28,20232024,9,0.450,9.59,0.196,0.092
Cole Caufield,MTL,22,20232024,65,0.550,19.42,0.793,0.374
Jake Lucchini,MIN,28,20232024,5,0.390,9.60,0.125,0.063
Dillon Dube,CGY,25,20232024,7,0.470,11.16,0.163,0.114
Matthew Phillips,WSH,25,20232024,5,0.470,10.18,0.161,0.128
Colin White,MTL,26,20232024,0,0.430,9.52,0.000,0.076
Owen Tippett,PHI,24,20232024,53,0.580,16.59,0.679,0.311
Boone Jenner,CBJ,30,20232024,35,0.520,20.10,0.603,0.362
Waltteri Merela,TBL,25,20232024,1,0.460,9.82,0.053,0.089
Cal Clutterbuck,NYI,35,20232024,19,0.320,11.88,0.232,0.110
Ivan Miroshnichenko,WSH,19,20232024,6,0.490,12.14,0.286,0.239
Ryan Johansen,COL,31,20232024,23,0.540,13.64,0.365,0.193
Matias Maccelli,UTA,22,20232024,57,0.530,16.23,0.695,0.213
T.J. Oshie,WSH,36,20232024,25,0.530,16.87,0.481,0.346
Dylan Holloway,EDM,21,20232024,9,0.590,11.37,0.237,0.165
Michael Eyssimont,TBL,27,20232024,25,0.530,11.85,0.309,0.167
Victor Olofsson,BUF,28,20232024,15,0.510,11.57,0.294,0.105
Ryan Lomberg,FLA,28,20232024,7,0.490,9.54,0.093,0.094
Alexander Wennberg,NYR,28,20232024,30,0.460,17.99,0.380,0.156
Joe Pavelski,DAL,39,20232024,67,0.590,16.81,0.817,0.317
Brendan Gallagher,MTL,31,20232024,31,0.520,13.79,0.403,0.280
Kiefer Sherwood,NSH,28,20232024,27,0.530,12.17,0.397,0.141
Oliver Wahlstrom,NYI,23,20232024,6,0.440,11.07,0.188,0.092
Nino Niederreiter,WPG,31,20232024,34,0.560,14.96,0.442,0.293
Brock Nelson,NYI,31,20232024,69,0.540,18.08,0.841,0.339
Aliaksei Protas,WSH,22,20232024,29,0.460,13.75,0.372,0.171
Brendan Lemieux,CAR,27,20232024,5,0.540,8.01,0.156,0.095
Zemgus Girgensons,BUF,29,20232024,14,0.460,11.85,0.222,0.129
Mikko Rantanen,COL,26,20232024,104,0.610,22.91,1.300,0.419
J.T. Compher,DET,28,20232024,48,0.440,19.39,0.623,0.223
Mason McTavish,ANA,20,20232024,42,0.510,16.28,0.656,0.261
Michael Bunting,NSH,28,20242025,38,0.580,15.53,0.500,0.331
Ivan Barbashev,VGK,28,20242025,51,0.510,16.80,0.729,0.262
Leo Carlsson,ANA,19,20242025,45,0.530,16.24,0.592,0.226
Brett Howden,VGK,26,20242025,40,0.470,14.86,0.500,0.248
Adam Henrique,EDM,34,20242025,27,0.440,14.64,0.333,0.158
Steven Lorentz,TOR,28,20242025,19,0.420,10.55,0.238,0.105
Zack MacEwen,OTT,28,20242025,3,0.530,7.76,0.143,0.091
Cam Atkinson,TBL,35,20242025,9,0.470,8.99,0.231,0.101
Ryan Poehling,PHI,25,20242025,31,0.420,13.88,0.456,0.145
Barclay Goodrow,SJS,31,20242025,8,0.380,13.78,0.104,0.116
Mathieu Olivier,CBJ,27,20242025,32,0.430,14.46,0.390,0.163
Danton Heinen,PIT,29,20242025,29,0.490,13.44,0.367,0.141
Mason Marchment,DAL,29,20242025,47,0.550,15.34,0.758,0.309
Anthony Duclair,NYI,29,20242025,11,0.530,15.04,0.250,0.150
Scott Laughton,TOR,30,20242025,31,0.410,14.60,0.388,0.223
Christian Dvorak,MTL,28,20242025,33,0.400,15.24,0.402,0.195
Nick Foligno,CHI,36,20242025,35,0.420,15.92,0.449,0.208
Oskar Bäck,DAL,24,20242025,16,0.460,11.70,0.219,0.113
Dylan Holloway,STL,22,20242025,63,0.550,16.82,0.818,0.264
Gage Goncalves,TBL,23,20242025,20,0.500,12.79,0.333,0.130
Connor Brown,EDM,30,20242025,30,0.460,14.01,0.366,0.183
Frank Vatrano,ANA,30,20242025,45,0.520,17.55,0.556,0.357
Jakub Vrana,NSH,28,20242025,14,0.480,10.35,0.359,0.128
Kirill Kaprizov,MIN,27,20242025,56,0.590,22.47,1.366,0.497
Sean Couturier,PHI,31,20242025,45,0.520,17.29,0.570,0.260
Anze Kopitar,LAK,37,20242025,67,0.550,18.96,0.827,0.191
Simon Holmstrom,NYI,23,20242025,45,0.480,16.86,0.600,0.196
Aatu Räty,VAN,21,20242025,11,0.520,10.66,0.333,0.112
Mikael Granlund,DAL,32,20242025,66,0.490,19.45,0.795,0.224
Ryan Reaves,TOR,37,20242025,2,0.440,7.80,0.057,0.043
Brendan Gallagher,MTL,32,20242025,38,0.510,13.91,0.463,0.304
Nikolai Kovalenko,SJS,24,20242025,20,0.500,12.34,0.351,0.109
Kevin Labanc,CBJ,28,20242025,12,0.540,10.49,0.353,0.075
Owen Tippett,PHI,25,20242025,43,0.540,15.99,0.558,0.207
Leon Draisaitl,EDM,28,20242025,106,0.630,21.52,1.493,0.443
Victor Olofsson,VGK,29,20242025,29,0.570,14.50,0.518,0.210
Brayden Schenn,STL,33,20242025,50,0.510,17.56,0.610,0.272
Joseph Veleno,CHI,24,20242025,17,0.430,12.12,0.230,0.111
Bokondji Imama,PIT,28,20242025,1,0.450,5.67,0.063,0.022
Trevor Zegras,ANA,23,20242025,32,0.520,17.04,0.561,0.204
Luke Evangelista,NSH,22,20242025,32,0.580,13.87,0.471,0.206
Ivan Ivan,COL,22,20242025,8,0.550,10.04,0.200,0.137
Anthony Cirelli,TBL,27,20242025,59,0.530,18.69,0.738,0.354
Tim Stützle,OTT,22,20242025,79,0.610,19.81,0.963,0.246
Cole Schwindt,VGK,23,20242025,8,0.440,9.26,0.190,0.111
Evgenii Dadonov,DAL,35,20242025,40,0.510,13.53,0.500,0.236
Matias Maccelli,UTA,23,20242025,18,0.580,13.73,0.327,0.159
Alex Newhook,MTL,23,20242025,26,0.490,15.13,0.317,0.219
Jason Dickinson,CHI,29,20242025,16,0.380,15.70,0.271,0.139
Aleksander Barkov,FLA,29,20242025,71,0.630,20.26,1.060,0.326
Jonathan Lekkerimäki,VAN,20,20242025,6,0.570,12.51,0.250,0.128
Michael Rasmussen,DET,25,20242025,21,0.470,13.41,0.273,0.220
John Hayden,SEA,29,20242025,2,0.500,8.51,0.100,0.153
Zemgus Girgensons,TBL,30,20242025,6,0.440,11.66,0.073,0.109
Cole Sillinger,CBJ,21,20242025,33,0.450,16.91,0.500,0.204
Jansen Harkins,ANA,27,20242025,6,0.390,10.93,0.097,0.072
Tyson Kozak,BUF,21,20242025,5,0.410,10.49,0.238,0.183
David Pastrnak,BOS,28,20242025,106,0.580,20.19,1.293,0.371
Nick Paul,TBL,29,20242025,41,0.510,16.44,0.539,0.248
Adam Fantilli,CBJ,19,20242025,54,0.510,17.48,0.659,0.227
